1728593410764 	 606 	 500 	 8 	 7
1728593410564 	 892 	 500 	 8 	 6
1728593410164 	 1296 	 500 	 8 	 5
1728593410364 	 1096 	 500 	 8 	 4
1728593410964 	 576 	 500 	 8 	 3
1728593411364 	 195 	 500 	 8 	 2
1728593411164 	 468 	 500 	 9 	 2
1728593411564 	 706 	 500 	 12 	 4
1728593411764 	 585 	 500 	 12 	 3
1728593412164 	 496 	 500 	 14 	 4
1728593411964 	 711 	 500 	 14 	 3
1728593412364 	 566 	 500 	 15 	 3
1728593412564 	 552 	 500 	 16 	 3
1728593412964 	 1629 	 200 	 24 	 10
1728593412764 	 1933 	 200 	 24 	 9
1728593413164 	 1560 	 200 	 24 	 8
1728593413364 	 1370 	 200 	 24 	 7
1728593413564 	 1175 	 200 	 24 	 6
1728593413764 	 976 	 200 	 24 	 5
1728593413964 	 805 	 200 	 25 	 5
1728593414564 	 362 	 200 	 25 	 4
1728593414364 	 625 	 200 	 26 	 4
1728593414164 	 956 	 200 	 26 	 3
1728593414764 	 379 	 200 	 26 	 2
1728593414964 	 355 	 200 	 27 	 2
1728593415164 	 355 	 200 	 28 	 2
1728593415364 	 358 	 200 	 29 	 2
1728593415564 	 361 	 200 	 30 	 2
1728593415764 	 359 	 200 	 31 	 2
1728593415964 	 353 	 200 	 32 	 2
1728593416164 	 357 	 200 	 33 	 2
1728593416364 	 361 	 200 	 34 	 2
1728593416564 	 358 	 200 	 35 	 2
1728593416764 	 353 	 200 	 36 	 2
1728593416964 	 354 	 200 	 37 	 2
1728593417164 	 354 	 200 	 38 	 2
1728593417364 	 357 	 200 	 39 	 2
1728593417564 	 359 	 200 	 40 	 2
1728593417764 	 360 	 200 	 41 	 2
1728593417964 	 363 	 200 	 42 	 2
1728593418164 	 353 	 200 	 43 	 2
1728593418364 	 359 	 200 	 44 	 2
1728593418564 	 357 	 200 	 45 	 2
1728593418764 	 365 	 200 	 46 	 2
1728593418964 	 356 	 200 	 47 	 2
1728593419164 	 352 	 200 	 48 	 2
1728593419364 	 351 	 200 	 49 	 2
1728593419564 	 351 	 200 	 50 	 2
1728593419764 	 353 	 200 	 51 	 2
1728593419964 	 349 	 200 	 52 	 2
1728593420164 	 349 	 200 	 53 	 2
1728593420364 	 351 	 200 	 54 	 2
1728593420564 	 361 	 200 	 55 	 2
1728593420764 	 353 	 200 	 56 	 2
1728593420964 	 352 	 200 	 57 	 2
1728593421164 	 351 	 200 	 58 	 2
1728593421364 	 354 	 200 	 59 	 2
1728593421564 	 351 	 200 	 60 	 2
1728593421764 	 363 	 200 	 61 	 2
1728593421964 	 374 	 200 	 62 	 2
1728593422164 	 352 	 200 	 63 	 2
1728593422364 	 350 	 200 	 64 	 2
1728593422564 	 352 	 200 	 65 	 2
1728593422764 	 368 	 200 	 66 	 2
1728593422964 	 353 	 200 	 67 	 2
1728593423164 	 351 	 200 	 68 	 2
1728593423364 	 352 	 200 	 69 	 2
1728593423564 	 352 	 200 	 70 	 2
1728593423764 	 354 	 200 	 71 	 2
1728593423964 	 359 	 200 	 72 	 2
1728593424164 	 352 	 200 	 73 	 2
1728593424364 	 355 	 200 	 74 	 2
1728593424564 	 352 	 200 	 75 	 2
1728593424764 	 356 	 200 	 76 	 2
1728593424964 	 365 	 200 	 77 	 2
1728593425164 	 356 	 200 	 78 	 2
1728593425364 	 389 	 200 	 79 	 2
1728593425564 	 357 	 200 	 80 	 2
1728593425764 	 351 	 200 	 81 	 2
1728593425964 	 354 	 200 	 82 	 2
1728593426164 	 354 	 200 	 83 	 2
1728593426364 	 361 	 200 	 84 	 2
1728593426564 	 355 	 200 	 85 	 2
1728593426764 	 348 	 200 	 86 	 2
1728593426964 	 347 	 200 	 87 	 2
1728593427164 	 349 	 200 	 88 	 2
1728593427364 	 353 	 200 	 89 	 2
1728593427564 	 354 	 200 	 90 	 2
1728593427764 	 353 	 200 	 91 	 2
1728593427964 	 352 	 200 	 92 	 2
1728593428164 	 365 	 200 	 93 	 2
1728593428364 	 362 	 200 	 94 	 2
1728593428564 	 369 	 200 	 95 	 2
1728593428764 	 361 	 200 	 96 	 2
1728593428964 	 354 	 200 	 97 	 2
1728593429164 	 354 	 200 	 98 	 2
1728593429364 	 357 	 200 	 99 	 2
1728593429564 	 356 	 200 	 100 	 2
1728593429764 	 357 	 200 	 101 	 2
1728593429964 	 352 	 200 	 102 	 2
1728593430164 	 351 	 200 	 103 	 2
1728593430364 	 353 	 200 	 104 	 2
1728593430564 	 363 	 200 	 105 	 2
1728593430764 	 577 	 200 	 107 	 3
1728593430964 	 574 	 200 	 108 	 3
1728593431364 	 257 	 200 	 109 	 3
1728593431164 	 522 	 200 	 109 	 2
